Country Name,Series Name,2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2018 [YR2018]
Albania,PISA: 15-year-olds by mathematics proficiency level (%). Below Level 1,..,40.48688981,..,..,32.52529015,..,..,26.32171105,..,16.91409937
Albania,PISA: 15-year-olds by mathematics proficiency level (%). Level 1,..,27.24770026,..,..,28.13968363,..,..,26.96126249,..,25.45875048
Albania,PISA: 15-year-olds by mathematics proficiency level (%). Level 2,..,20.15157774,..,..,22.90975717,..,..,25.42010076,..,28.56237323
Albania,PISA: 15-year-olds by mathematics proficiency level (%). Level 3,..,9.058156158,..,..,11.99233022,..,..,14.8021781,..,19.27207337
Albania,PISA: 15-year-olds by mathematics proficiency level (%). Level 4,..,2.64951271,..,..,3.635766966,..,..,5.39615207,..,7.496541774
Albania,PISA: 15-year-olds by mathematics proficiency level (%). Level 5,..,0.394430749,..,..,0.766938717,..,..,1.010784417,..,1.973496912
Albania,PISA: 15-year-olds by mathematics proficiency level (%). Level 6,..,0,..,..,0.030233147,..,..,0.087811105,..,0.322664865
Albania,PISA: 15-year-olds by reading proficiency level (%). Below Level 1C,..,3,..,..,5,..,..,1,..,0
Albania,PISA: 15-year-olds by reading proficiency level (%). Level 1A,..,27,..,..,24,..,..,27,..,33
Albania,PISA: 15-year-olds by reading proficiency level (%). Level 1B,..,19,..,..,16,..,..,16,..,16
Albania,PISA: 15-year-olds by reading proficiency level (%). Level 1C,..,8,..,..,7,..,..,6,..,3
Albania,PISA: 15-year-olds by reading proficiency level (%). Level 2,..,26,..,..,25,..,..,27,..,30
Albania,PISA: 15-year-olds by reading proficiency level (%). Level 3,..,14,..,..,16,..,..,16,..,14
Albania,PISA: 15-year-olds by reading proficiency level (%). Level 4,..,3,..,..,6,..,..,5,..,3
Albania,PISA: 15-year-olds by reading proficiency level (%). Level 5,..,0,..,..,1,..,..,1,..,0
Albania,PISA: 15-year-olds by reading proficiency level (%). Level 6,..,0,..,..,0,..,..,0,..,0
Albania,PISA: 15-year-olds by science proficiency level (%). Below Level 1B,..,7,..,..,8,..,..,1.571777331,..,1.535914638
Albania,PISA: 15-year-olds by science proficiency level (%). Level 1A,..,30.98458511,..,..,29.57211842,..,..,29.82892757,..,33.74161225
Albania,PISA: 15-year-olds by science proficiency level (%). Level 1B,..,20,..,..,15,..,..,10.29662695,..,11.73961981
Albania,PISA: 15-year-olds by science proficiency level (%). Level 2,..,27.65734255,..,..,28.53462985,..,..,34.5182232,..,34.82745559
Albania,PISA: 15-year-olds by science proficiency level (%). Level 3,..,12.91148896,..,..,14.39214392,..,..,18.93574472,..,15.08399155
Albania,PISA: 15-year-olds by science proficiency level (%). Level 4,..,2.048167551,..,..,3.56256083,..,..,4.496110938,..,2.866721162
Albania,PISA: 15-year-olds by science proficiency level (%). Level 5,..,0.092819171,..,..,0.39002359,..,..,0.342245699,..,0.200891942
Albania,PISA: 15-year-olds by science proficiency level (%). Level 6,..,0,..,..,0.021067151,..,..,0.010343606,..,0.003793052
Albania,PISA: Distribution of Mathematics Scores: 10th Percentile Score,..,260.9010591,..,..,278.4468,..,..,303.2447,..,332.4518
Albania,PISA: Distribution of Mathematics Scores: 25th Percentile Score,..,316.8172613,..,..,337.56814,..,..,354.1895,..,380.6041
Albania,PISA: Distribution of Mathematics Scores: 50th Percentile Score,..,377.4610565,..,..,394.3293334,..,..,412.8957,..,436.1977
Albania,PISA: Distribution of Mathematics Scores: 5th Percentile Score,..,225.5569403,..,..,236.02586,..,..,271.5291,..,303.0776
Albania,PISA: Distribution of Mathematics Scores: 75th Percentile Score,..,438.2692008,..,..,454.43994,..,..,471.8117,..,492.9771
Albania,PISA: Distribution of Mathematics Scores: 90th Percentile Score,..,492.8883004,..,..,509.7601,..,..,524.6698,..,543.6083
Albania,PISA: Distribution of Mathematics Scores: 95th Percentile Score,..,526.009469,..,..,539.90498,..,..,555.8561,..,575.2662
Albania,PISA: Distribution of Reading Scores: 10th Percentile Score,..,254.0391383,..,..,246.97492,..,..,278.6851,..,303.3187
Albania,PISA: Distribution of Reading Scores: 25th Percentile Score,..,318.7485002,..,..,324.6091,..,..,340.4632,..,349.1654
Albania,PISA: Distribution of Reading Scores: 50th Percentile Score,..,384.8166024,..,..,393.9642519,..,..,406.6567,..,403.1043
Albania,PISA: Distribution of Reading Scores: 5th Percentile Score,..,212.474441,..,..,188.91278,..,..,243.5143,..,276.8924
Albania,PISA: Distribution of Reading Scores: 75th Percentile Score,..,457.513852,..,..,473.00472,..,..,472.041,..,459.2703
Albania,PISA: Distribution of Reading Scores: 90th Percentile Score,..,509.0419803,..,..,536.0853,..,..,528.2347,..,510.3547
Albania,PISA: Distribution of Reading Scores: 95th Percentile Score,..,538.0899808,..,..,571.737,..,..,560.9014,..,542.26805
Albania,PISA: Distribution of Science Scores: 10th Percentile Score,..,276.3894069,..,..,271.26074,..,..,327.976,..,323.0344
Albania,PISA: Distribution of Science Scores: 25th Percentile Score,..,331.3129429,..,..,340.17158,..,..,372.9903,..,365.7923
Albania,PISA: Distribution of Science Scores: 50th Percentile Score,..,390.6957455,..,..,397.3732136,..,..,426.3746,..,415.5042
Albania,PISA: Distribution of Science Scores: 5th Percentile Score,..,241.6063993,..,..,220.55204,..,..,300.7065,..,297.7325
Albania,PISA: Distribution of Science Scores: 75th Percentile Score,..,453.6553525,..,..,463.55836,..,..,480.7407,..,466.4568
Albania,PISA: Distribution of Science Scores: 90th Percentile Score,..,504.4945916,..,..,516.57964,..,..,530.0127,..,513.5306
Albania,PISA: Distribution of Science Scores: 95th Percentile Score,..,532.3573294,..,..,548.99292,..,..,557.8093,..,540.9516
Albania,PISA: Female 15-year-olds by mathematics proficiency level (%). Below Level 1,..,37.29772501,..,..,31.96509879,..,..,23.70342999,..,15.47132464
Albania,PISA: Female 15-year-olds by mathematics proficiency level (%). Level 1,..,29.03623818,..,..,28.33273609,..,..,27.49061583,..,25.10369238
Albania,PISA: Female 15-year-olds by mathematics proficiency level (%). Level 2,..,21.61171289,..,..,23.55288787,..,..,26.95070368,..,29.48985365
Albania,PISA: Female 15-year-olds by mathematics proficiency level (%). Level 3,..,9.067170288,..,..,12.0912275,..,..,15.32308192,..,20.50028205
Albania,PISA: Female 15-year-olds by mathematics proficiency level (%). Level 4,..,2.65778043,..,..,3.22588265,..,..,5.570674658,..,7.406378969
Albania,PISA: Female 15-year-olds by mathematics proficiency level (%). Level 5,..,0.329373203,..,..,0.794196191,..,..,0.87227515,..,1.754199456
Albania,PISA: Female 15-year-olds by mathematics proficiency level (%). Level 6,..,0,..,..,0.037970918,..,..,0.089218777,..,0.274268858
Albania,PISA: Female 15-year-olds by reading proficiency level (%). Below Level 1C,..,1,..,..,2,..,..,0,..,0
Albania,PISA: Female 15-year-olds by reading proficiency level (%). Level 1A,..,13,..,..,11,..,..,12,..,15
Albania,PISA: Female 15-year-olds by reading proficiency level (%). Level 1B,..,6,..,..,7,..,..,5,..,5
Albania,PISA: Female 15-year-olds by reading proficiency level (%). Level 1C,..,2,..,..,3,..,..,1,..,1
Albania,PISA: Female 15-year-olds by reading proficiency level (%). Level 2,..,16,..,..,12,..,..,16,..,17
Albania,PISA: Female 15-year-olds by reading proficiency level (%). Level 3,..,9,..,..,8,..,..,11,..,9
Albania,PISA: Female 15-year-olds by reading proficiency level (%). Level 4,..,2,..,..,3,..,..,4,..,2
Albania,PISA: Female 15-year-olds by reading proficiency level (%). Level 5,..,0,..,..,1,..,..,1,..,0
Albania,PISA: Female 15-year-olds by reading proficiency level (%). Level 6,..,0,..,..,0,..,..,0,..,0
Albania,PISA: Female 15-year-olds by science proficiency level (%). Below Level 1B,..,4,..,..,7,..,..,0.764386086,..,0.948827567
Albania,PISA: Female 15-year-olds by science proficiency level (%). Level 1A,..,29.95392262,..,..,28.32049353,..,..,26.45682434,..,31.45679387
Albania,PISA: Female 15-year-olds by science proficiency level (%). Level 1B,..,16,..,..,15,..,..,7.339332565,..,9.167691454
Albania,PISA: Female 15-year-olds by science proficiency level (%). Level 2,..,31.51451324,..,..,29.91734152,..,..,37.72534244,..,38.12913291
Albania,PISA: Female 15-year-olds by science proficiency level (%). Level 3,..,15.67481813,..,..,15.10653098,..,..,22.37720985,..,17.28715028
Albania,PISA: Female 15-year-olds by science proficiency level (%). Level 4,..,2.509023414,..,..,4.028640475,..,..,4.93769874,..,2.864767913
Albania,PISA: Female 15-year-olds by science proficiency level (%). Level 5,..,0,..,..,0.334533799,..,..,0.389240583,..,0.142967708
Albania,PISA: Female 15-year-olds by science proficiency level (%). Level 6,..,0,..,..,0.018505379,..,..,0.009965397,..,0.0026683
Albania,PISA: Male 15-year-olds by mathematics proficiency level (%). Below Level 1,..,43.51715624,..,..,33.04925487,..,..,28.95056971,..,18.2986119
Albania,PISA: Male 15-year-olds by mathematics proficiency level (%). Level 1,..,25.54827526,..,..,27.95911555,..,..,26.42977062,..,25.79947061
Albania,PISA: Male 15-year-olds by mathematics proficiency level (%). Level 2,..,18.76419302,..,..,22.30821667,..,..,23.88331436,..,27.67234637
Albania,PISA: Male 15-year-olds by mathematics proficiency level (%). Level 3,..,9.049591152,..,..,11.89982847,..,..,14.27916989,..,18.09346227
Albania,PISA: Male 15-year-olds by mathematics proficiency level (%). Level 4,..,2.641656924,..,..,4.019144744,..,..,5.220924428,..,7.583063621
Albania,PISA: Male 15-year-olds by mathematics proficiency level (%). Level 5,..,0.456246839,..,..,0.741443938,..,..,1.149853247,..,2.183938689
Albania,PISA: Male 15-year-olds by mathematics proficiency level (%). Level 6,..,0,..,..,0.022995765,..,..,0.086397746,..,0.369106543
Albania,PISA: Male 15-year-olds by reading proficiency level (%). Below Level 1C,..,3,..,..,3,..,..,1,..,0
Albania,PISA: Male 15-year-olds by reading proficiency level (%). Level 1A,..,14,..,..,13,..,..,15,..,18
Albania,PISA: Male 15-year-olds by reading proficiency level (%). Level 1B,..,12,..,..,9,..,..,11,..,11
Albania,PISA: Male 15-year-olds by reading proficiency level (%). Level 1C,..,6,..,..,4,..,..,5,..,2
Albania,PISA: Male 15-year-olds by reading proficiency level (%). Level 2,..,10,..,..,12,..,..,11,..,13
Albania,PISA: Male 15-year-olds by reading proficiency level (%). Level 3,..,5,..,..,8,..,..,6,..,5
Albania,PISA: Male 15-year-olds by reading proficiency level (%). Level 4,..,1,..,..,3,..,..,1,..,1
Albania,PISA: Male 15-year-olds by reading proficiency level (%). Level 5,..,0,..,..,1,..,..,0,..,0
Albania,PISA: Male 15-year-olds by reading proficiency level (%). Level 6,..,0,..,..,0,..,..,0,..,0
Albania,PISA: Male 15-year-olds by science proficiency level (%). Below Level 1B,..,9,..,..,9,..,..,2.382430362,..,2.099293934
Albania,PISA: Male 15-year-olds by science proficiency level (%). Level 1A,..,31.96389542,..,..,30.7428028,..,..,33.21465378,..,35.934165
Albania,PISA: Male 15-year-olds by science proficiency level (%). Level 1B,..,23,..,..,16,..,..,13.26586852,..,14.20768844
Albania,PISA: Male 15-year-olds by science proficiency level (%). Level 2,..,23.99235326,..,..,27.24133584,..,..,31.29814749,..,31.65910675
Albania,PISA: Male 15-year-olds by science proficiency level (%). Level 3,..,10.28584114,..,..,13.72395509,..,..,15.48037639,..,12.96980088
Albania,PISA: Male 15-year-olds by science proficiency level (%). Level 4,..,1.610273578,..,..,3.126621782,..,..,4.052739163,..,2.868595535
Albania,PISA: Male 15-year-olds by science proficiency level (%). Level 5,..,0.105135689,..,..,0.441924949,..,..,0.29506096,..,0.256477078
Albania,PISA: Male 15-year-olds by science proficiency level (%). Level 6,..,0,..,..,0.023463257,..,..,0.010723342,..,0.004872384
Albania,PISA: Mean performance on the mathematics scale,..,377.4610565,..,..,394.3293334,..,..,413.157,..,437.2219912
Albania,PISA: Mean performance on the mathematics scale. Female,..,382.9004552,..,..,394.6732908,..,..,417.7500295,..,439.7277768
Albania,PISA: Mean performance on the mathematics scale. Male,..,372.2926727,..,..,394.007619,..,..,408.5454587,..,434.8173942
Albania,PISA: Mean performance on the reading scale,..,384.8166024,..,..,393.9642519,..,..,405.2588,..,405.4293663
Albania,PISA: Mean performance on the reading scale. Female,..,416.7071279,..,..,401.4829791,..,..,434.6396255,..,424.6226929
Albania,PISA: Mean performance on the reading scale. Male,..,354.5150047,..,..,386.9317484,..,..,375.7591992,..,387.0111054
Albania,PISA: Mean performance on the science scale,..,390.6957455,..,..,397.3732136,..,..,427.225,..,416.7262576
Albania,PISA: Mean performance on the science scale. Female,..,405.6125965,..,..,401.0796962,..,..,439.4429629,..,425.0608857
Albania,PISA: Mean performance on the science scale. Male,..,376.5221184,..,..,393.906423,..,..,414.9576437,..,408.7281988
Algeria,PISA: 15-year-olds by mathematics proficiency level (%). Below Level 1,..,..,..,..,..,..,..,50.56363556,..,..
Algeria,PISA: 15-year-olds by mathematics proficiency level (%). Level 1,..,..,..,..,..,..,..,30.39312873,..,..
Algeria,PISA: 15-year-olds by mathematics proficiency level (%). Level 2,..,..,..,..,..,..,..,14.1629894,..,..
Algeria,PISA: 15-year-olds by mathematics proficiency level (%). Level 3,..,..,..,..,..,..,..,4.032451993,..,..
Algeria,PISA: 15-year-olds by mathematics proficiency level (%). Level 4,..,..,..,..,..,..,..,0.792127722,..,..
Algeria,PISA: 15-year-olds by mathematics proficiency level (%). Level 5,..,..,..,..,..,..,..,0.053019094,..,..
Algeria,PISA: 15-year-olds by mathematics proficiency level (%). Level 6,..,..,..,..,..,..,..,0.002647498,..,..
Algeria,PISA: 15-year-olds by reading proficiency level (%). Below Level 1C,..,..,..,..,..,..,..,1,..,..
Algeria,PISA: 15-year-olds by reading proficiency level (%). Level 1A,..,..,..,..,..,..,..,37,..,..
Algeria,PISA: 15-year-olds by reading proficiency level (%). Level 1B,..,..,..,..,..,..,..,31,..,..
Algeria,PISA: 15-year-olds by reading proficiency level (%). Level 1C,..,..,..,..,..,..,..,10,..,..
Algeria,PISA: 15-year-olds by reading proficiency level (%). Level 2,..,..,..,..,..,..,..,17,..,..
Algeria,PISA: 15-year-olds by reading proficiency level (%). Level 3,..,..,..,..,..,..,..,4,..,..
Algeria,PISA: 15-year-olds by reading proficiency level (%). Level 4,..,..,..,..,..,..,..,0,..,..
Algeria,PISA: 15-year-olds by reading proficiency level (%). Level 5,..,..,..,..,..,..,..,0,..,..
Algeria,PISA: 15-year-olds by reading proficiency level (%). Level 6,..,..,..,..,..,..,..,0,..,..
Algeria,PISA: 15-year-olds by science proficiency level (%). Below Level 1B,..,..,..,..,..,..,..,3.928593688,..,..
Algeria,PISA: 15-year-olds by science proficiency level (%). Level 1A,..,..,..,..,..,..,..,42.76550343,..,..
Algeria,PISA: 15-year-olds by science proficiency level (%). Level 1B,..,..,..,..,..,..,..,24.06381197,..,..
Algeria,PISA: 15-year-olds by science proficiency level (%). Level 2,..,..,..,..,..,..,..,22.69924298,..,..
Algeria,PISA: 15-year-olds by science proficiency level (%). Level 3,..,..,..,..,..,..,..,5.568558752,..,..
Algeria,PISA: 15-year-olds by science proficiency level (%). Level 4,..,..,..,..,..,..,..,0.943170203,..,..
Algeria,PISA: 15-year-olds by science proficiency level (%). Level 5,..,..,..,..,..,..,..,0.031118973,..,..
Algeria,PISA: 15-year-olds by science proficiency level (%). Level 6,..,..,..,..,..,..,..,0,..,..
Algeria,PISA: Distribution of Mathematics Scores: 10th Percentile Score,..,..,..,..,..,..,..,271.004,..,..
Algeria,PISA: Distribution of Mathematics Scores: 25th Percentile Score,..,..,..,..,..,..,..,311.6961,..,..
Algeria,PISA: Distribution of Mathematics Scores: 50th Percentile Score,..,..,..,..,..,..,..,356.8391,..,..
Algeria,PISA: Distribution of Mathematics Scores: 5th Percentile Score,..,..,..,..,..,..,..,247.007,..,..
Algeria,PISA: Distribution of Mathematics Scores: 75th Percentile Score,..,..,..,..,..,..,..,405.1037,..,..
Algeria,PISA: Distribution of Mathematics Scores: 90th Percentile Score,..,..,..,..,..,..,..,451.8889,..,..
Algeria,PISA: Distribution of Mathematics Scores: 95th Percentile Score,..,..,..,..,..,..,..,481.1812,..,..
Algeria,PISA: Distribution of Reading Scores: 10th Percentile Score,..,..,..,..,..,..,..,258.2186,..,..
Algeria,PISA: Distribution of Reading Scores: 25th Percentile Score,..,..,..,..,..,..,..,300.5072,..,..
Algeria,PISA: Distribution of Reading Scores: 50th Percentile Score,..,..,..,..,..,..,..,348.7972,..,..
Algeria,PISA: Distribution of Reading Scores: 5th Percentile Score,..,..,..,..,..,..,..,232.3918,..,..
Algeria,PISA: Distribution of Reading Scores: 75th Percentile Score,..,..,..,..,..,..,..,397.2663,..,..
Algeria,PISA: Distribution of Reading Scores: 90th Percentile Score,..,..,..,..,..,..,..,443.2819,..,..
Algeria,PISA: Distribution of Reading Scores: 95th Percentile Score,..,..,..,..,..,..,..,472.101,..,..
Algeria,PISA: Distribution of Science Scores: 10th Percentile Score,..,..,..,..,..,..,..,290.8983,..,..
Algeria,PISA: Distribution of Science Scores: 25th Percentile Score,..,..,..,..,..,..,..,329.1837,..,..
Algeria,PISA: Distribution of Science Scores: 50th Percentile Score,..,..,..,..,..,..,..,372.886,..,..
Algeria,PISA: Distribution of Science Scores: 5th Percentile Score,..,..,..,..,..,..,..,267.7686,..,..
Algeria,PISA: Distribution of Science Scores: 75th Percentile Score,..,..,..,..,..,..,..,418.7668,..,..
Algeria,PISA: Distribution of Science Scores: 90th Percentile Score,..,..,..,..,..,..,..,464.7422,..,..
Algeria,PISA: Distribution of Science Scores: 95th Percentile Score,..,..,..,..,..,..,..,496.4386,..,..
Algeria,PISA: Female 15-year-olds by mathematics proficiency level (%). Below Level 1,..,..,..,..,..,..,..,48.87699346,..,..
Algeria,PISA: Female 15-year-olds by mathematics proficiency level (%). Level 1,..,..,..,..,..,..,..,30.37320669,..,..
Algeria,PISA: Female 15-year-olds by mathematics proficiency level (%). Level 2,..,..,..,..,..,..,..,15.1257264,..,..
Algeria,PISA: Female 15-year-olds by mathematics proficiency level (%). Level 3,..,..,..,..,..,..,..,4.511719385,..,..
Algeria,PISA: Female 15-year-olds by mathematics proficiency level (%). Level 4,..,..,..,..,..,..,..,1.026907071,..,..
Algeria,PISA: Female 15-year-olds by mathematics proficiency level (%). Level 5,..,..,..,..,..,..,..,0.081168477,..,..
Algeria,PISA: Female 15-year-olds by mathematics proficiency level (%). Level 6,..,..,..,..,..,..,..,0.00427851,..,..
Algeria,PISA: Female 15-year-olds by reading proficiency level (%). Below Level 1C,..,..,..,..,..,..,..,0,..,..
Algeria,PISA: Female 15-year-olds by reading proficiency level (%). Level 1A,..,..,..,..,..,..,..,18,..,..
Algeria,PISA: Female 15-year-olds by reading proficiency level (%). Level 1B,..,..,..,..,..,..,..,13,..,..
Algeria,PISA: Female 15-year-olds by reading proficiency level (%). Level 1C,..,..,..,..,..,..,..,3,..,..
Algeria,PISA: Female 15-year-olds by reading proficiency level (%). Level 2,..,..,..,..,..,..,..,10,..,..
Algeria,PISA: Female 15-year-olds by reading proficiency level (%). Level 3,..,..,..,..,..,..,..,3,..,..
Algeria,PISA: Female 15-year-olds by reading proficiency level (%). Level 4,..,..,..,..,..,..,..,0,..,..
Algeria,PISA: Female 15-year-olds by reading proficiency level (%). Level 5,..,..,..,..,..,..,..,0,..,..
Algeria,PISA: Female 15-year-olds by reading proficiency level (%). Level 6,..,..,..,..,..,..,..,0,..,..
Algeria,PISA: Female 15-year-olds by science proficiency level (%). Below Level 1B,..,..,..,..,..,..,..,3.070167888,..,..
Algeria,PISA: Female 15-year-olds by science proficiency level (%). Level 1A,..,..,..,..,..,..,..,41.82318861,..,..
Algeria,PISA: Female 15-year-olds by science proficiency level (%). Level 1B,..,..,..,..,..,..,..,21.8593362,..,..
Algeria,PISA: Female 15-year-olds by science proficiency level (%). Level 2,..,..,..,..,..,..,..,25.16963308,..,..
Algeria,PISA: Female 15-year-olds by science proficiency level (%). Level 3,..,..,..,..,..,..,..,6.748038662,..,..
Algeria,PISA: Female 15-year-olds by science proficiency level (%). Level 4,..,..,..,..,..,..,..,1.28778371,..,..
Algeria,PISA: Female 15-year-olds by science proficiency level (%). Level 5,..,..,..,..,..,..,..,0.041851852,..,..
Algeria,PISA: Female 15-year-olds by science proficiency level (%). Level 6,..,..,..,..,..,..,..,0,..,..
Algeria,PISA: Male 15-year-olds by mathematics proficiency level (%). Below Level 1,..,..,..,..,..,..,..,52.07746553,..,..
Algeria,PISA: Male 15-year-olds by mathematics proficiency level (%). Level 1,..,..,..,..,..,..,..,30.41100958,..,..
Algeria,PISA: Male 15-year-olds by mathematics proficiency level (%). Level 2,..,..,..,..,..,..,..,13.29889374,..,..
Algeria,PISA: Male 15-year-olds by mathematics proficiency level (%). Level 3,..,..,..,..,..,..,..,3.602289988,..,..
Algeria,PISA: Male 15-year-olds by mathematics proficiency level (%). Level 4,..,..,..,..,..,..,..,0.581403694,..,..
Algeria,PISA: Male 15-year-olds by mathematics proficiency level (%). Level 5,..,..,..,..,..,..,..,0.027753877,..,..
Algeria,PISA: Male 15-year-olds by mathematics proficiency level (%). Level 6,..,..,..,..,..,..,..,0.001183598,..,..
Algeria,PISA: Male 15-year-olds by reading proficiency level (%). Below Level 1C,..,..,..,..,..,..,..,1,..,..
Algeria,PISA: Male 15-year-olds by reading proficiency level (%). Level 1A,..,..,..,..,..,..,..,18,..,..
Algeria,PISA: Male 15-year-olds by reading proficiency level (%). Level 1B,..,..,..,..,..,..,..,19,..,..
Algeria,PISA: Male 15-year-olds by reading proficiency level (%). Level 1C,..,..,..,..,..,..,..,7,..,..
Algeria,PISA: Male 15-year-olds by reading proficiency level (%). Level 2,..,..,..,..,..,..,..,7,..,..
Algeria,PISA: Male 15-year-olds by reading proficiency level (%). Level 3,..,..,..,..,..,..,..,1,..,..
Algeria,PISA: Male 15-year-olds by reading proficiency level (%). Level 4,..,..,..,..,..,..,..,0,..,..
Algeria,PISA: Male 15-year-olds by reading proficiency level (%). Level 5,..,..,..,..,..,..,..,0,..,..
Algeria,PISA: Male 15-year-olds by reading proficiency level (%). Level 6,..,..,..,..,..,..,..,0,..,..
Algeria,PISA: Male 15-year-olds by science proficiency level (%). Below Level 1B,..,..,..,..,..,..,..,4.699065804,..,..
Algeria,PISA: Male 15-year-olds by science proficiency level (%). Level 1A,..,..,..,..,..,..,..,43.61126936,..,..
Algeria,PISA: Male 15-year-olds by science proficiency level (%). Level 1B,..,..,..,..,..,..,..,26.04241876,..,..
Algeria,PISA: Male 15-year-olds by science proficiency level (%). Level 2,..,..,..,..,..,..,..,20.48196726,..,..
Algeria,PISA: Male 15-year-olds by science proficiency level (%). Level 3,..,..,..,..,..,..,..,4.509927495,..,..
Algeria,PISA: Male 15-year-olds by science proficiency level (%). Level 4,..,..,..,..,..,..,..,0.633865544,..,..
Algeria,PISA: Male 15-year-olds by science proficiency level (%). Level 5,..,..,..,..,..,..,..,0.021485778,..,..
Algeria,PISA: Male 15-year-olds by science proficiency level (%). Level 6,..,..,..,..,..,..,..,0,..,..
Algeria,PISA: Mean performance on the mathematics scale,..,..,..,..,..,..,..,359.6062,..,..
Algeria,PISA: Mean performance on the mathematics scale. Female,..,..,..,..,..,..,..,363.0724791,..,..
Algeria,PISA: Mean performance on the mathematics scale. Male,..,..,..,..,..,..,..,356.4951057,..,..
Algeria,PISA: Mean performance on the reading scale,..,..,..,..,..,..,..,349.8593,..,..
Algeria,PISA: Mean performance on the reading scale. Female,..,..,..,..,..,..,..,366.2081668,..,..
Algeria,PISA: Mean performance on the reading scale. Male,..,..,..,..,..,..,..,335.1854359,..,..
Algeria,PISA: Mean performance on the science scale,..,..,..,..,..,..,..,375.7451,..,..
Algeria,PISA: Mean performance on the science scale. Female,..,..,..,..,..,..,..,383.2209389,..,..
Algeria,PISA: Mean performance on the science scale. Male,..,..,..,..,..,..,..,369.0352338,..,..
Argentina,LLECE: 3rd grade students by mathematics proficiency level (%). Below Level 1,..,..,..,..,..,4.29,..,..,..,..
Argentina,LLECE: 3rd grade students by mathematics proficiency level (%). Level 1,..,..,..,..,..,24.56,..,..,..,..
Argentina,LLECE: 3rd grade students by mathematics proficiency level (%). Level 2,..,..,..,..,..,35.81,..,..,..,..
Argentina,LLECE: 3rd grade students by mathematics proficiency level (%). Level 3,..,..,..,..,..,21.47,..,..,..,..
Argentina,LLECE: 3rd grade students by mathematics proficiency level (%). Level 4,..,..,..,..,..,13.86,..,..,..,..
Argentina,LLECE: 3rd grade students by reading proficiency level (%). Below Level 1,..,..,..,..,..,2.28,..,..,..,..
Argentina,LLECE: 3rd grade students by reading proficiency level (%). Level 1,..,..,..,..,..,21.4,..,..,..,..
Argentina,LLECE: 3rd grade students by reading proficiency level (%). Level 2,..,..,..,..,..,45.57,..,..,..,..
Argentina,LLECE: 3rd grade students by reading proficiency level (%). Level 3,..,..,..,..,..,26.15,..,..,..,..
Argentina,LLECE: 3rd grade students by reading proficiency level (%). Level 4,..,..,..,..,..,4.61,..,..,..,..
Argentina,LLECE: 6th grade students by mathematics proficiency level (%). Below Level 1,..,..,..,..,..,0.68,..,..,..,..
Argentina,LLECE: 6th grade students by mathematics proficiency level (%). Level 1,..,..,..,..,..,7.23,..,..,..,..
Argentina,LLECE: 6th grade students by mathematics proficiency level (%). Level 2,..,..,..,..,..,36.48,..,..,..,..
Argentina,LLECE: 6th grade students by mathematics proficiency level (%). Level 3,..,..,..,..,..,41.6,..,..,..,..
Argentina,LLECE: 6th grade students by mathematics proficiency level (%). Level 4,..,..,..,..,..,14,..,..,..,..
Argentina,LLECE: 6th grade students by reading proficiency level (%). Below Level 1,..,..,..,..,..,0.48,..,..,..,..
Argentina,LLECE: 6th grade students by reading proficiency level (%). Level 1,..,..,..,..,..,16.27,..,..,..,..
Argentina,LLECE: 6th grade students by reading proficiency level (%). Level 2,..,..,..,..,..,36.83,..,..,..,..
Argentina,LLECE: 6th grade students by reading proficiency level (%). Level 3,..,..,..,..,..,29.66,..,..,..,..
Argentina,LLECE: 6th grade students by reading proficiency level (%). Level 4,..,..,..,..,..,16.76,..,..,..,..
Argentina,LLECE: 6th grade students by science proficiency level (%). Below Level 1,..,..,..,..,..,4.97,..,..,..,..
Argentina,LLECE: 6th grade students by science proficiency level (%). Level 1,..,..,..,..,..,35.59,..,..,..,..
Argentina,LLECE: 6th grade students by science proficiency level (%). Level 2,..,..,..,..,..,41.35,..,..,..,..
Argentina,LLECE: 6th grade students by science proficiency level (%). Level 3,..,..,..,..,..,16.29,..,..,..,..
Argentina,LLECE: 6th grade students by science proficiency level (%). Level 4,..,..,..,..,..,1.8,..,..,..,..
Argentina,"LLECE: Mean performance on the mathematics scale for 3rd grade students, female",..,..,..,..,..,536,..,..,..,..
Argentina,"LLECE: Mean performance on the mathematics scale for 3rd grade students, male",..,..,..,..,..,530.38,..,..,..,..
Argentina,"LLECE: Mean performance on the mathematics scale for 3rd grade students, total",..,..,..,..,..,533.26,..,..,..,..
Argentina,"LLECE: Mean performance on the mathematics scale for 6th grade students, female",..,..,..,..,..,526.3,..,..,..,..
Argentina,"LLECE: Mean performance on the mathematics scale for 6th grade students, male",..,..,..,..,..,534.09,..,..,..,..
Argentina,"LLECE: Mean performance on the mathematics scale for 6th grade students, total",..,..,..,..,..,530.23,..,..,..,..
Argentina,"LLECE: Mean performance on the reading scale for 3rd grade students, female",..,..,..,..,..,517.82,..,..,..,..
Argentina,"LLECE: Mean performance on the reading scale for 3rd grade students, male",..,..,..,..,..,506.9,..,..,..,..
Argentina,"LLECE: Mean performance on the reading scale for 3rd grade students, total",..,..,..,..,..,512.48,..,..,..,..
Argentina,"LLECE: Mean performance on the reading scale for 6th grade students, female",..,..,..,..,..,517.33,..,..,..,..
