,LOCATION,SUBJECT,TIME,Value
657,ISL,BUPPSRY,2018,22.127008
658,ISL,BUPPSRY,2019,21.476316
659,ISL,TRY,2003,27.861867999999998
660,ISL,TRY,2004,27.943559999999998
661,ISL,TRY,2005,29.471401
662,ISL,TRY,2006,30.411818
663,ISL,TRY,2007,30.804794
664,ISL,TRY,2008,31.591888
665,ISL,TRY,2009,32.907246
666,ISL,TRY,2010,32.632442
667,ISL,TRY,2011,33.774651
668,ISL,TRY,2012,35.01783
669,ISL,TRY,2013,36.08242
670,ISL,TRY,2014,37.088051
671,ISL,TRY,2015,38.841152
672,ISL,TRY,2016,40.475002
673,ISL,TRY,2017,42.38409
674,ISL,TRY,2018,43.749649
675,ISL,TRY,2019,45.038918
676,ISL,UPPSRY,2003,37.875628999999996
677,ISL,UPPSRY,2004,38.412827
678,ISL,UPPSRY,2005,38.702599
679,ISL,UPPSRY,2006,38.268692
680,ISL,UPPSRY,2007,38.3759
681,ISL,UPPSRY,2008,37.467621
682,ISL,UPPSRY,2009,37.08683
683,ISL,UPPSRY,2010,38.085266
684,ISL,UPPSRY,2011,37.030105999999996
685,ISL,UPPSRY,2012,35.774364
686,ISL,UPPSRY,2013,36.087257
687,ISL,UPPSRY,2014,36.168541
688,ISL,UPPSRY,2015,35.854942
689,ISL,UPPSRY,2016,37.523037
690,ISL,UPPSRY,2017,34.753498
691,ISL,UPPSRY,2018,34.123340999999996
692,ISL,UPPSRY,2019,33.484768
693,IRL,BUPPSRY,2000,42.706924
694,IRL,BUPPSRY,2001,44.735104
695,IRL,BUPPSRY,2002,40.004444
696,IRL,BUPPSRY,2003,38.298161
697,IRL,BUPPSRY,2004,37.160995
698,IRL,BUPPSRY,2005,35.466724
699,IRL,BUPPSRY,2006,33.656101
700,IRL,BUPPSRY,2007,32.273792
701,IRL,BUPPSRY,2008,30.546635
702,IRL,BUPPSRY,2009,28.832077
703,IRL,BUPPSRY,2010,27.225184999999996
704,IRL,BUPPSRY,2011,26.365326
705,IRL,BUPPSRY,2012,25.367115
706,IRL,BUPPSRY,2013,23.273964000000003
707,IRL,BUPPSRY,2014,21.187292000000003
708,IRL,BUPPSRY,2015,20.182577
709,IRL,BUPPSRY,2017,17.994549
710,IRL,BUPPSRY,2018,16.825432
711,IRL,BUPPSRY,2019,16.342726000000003
712,IRL,TRY,2000,21.613003
713,IRL,TRY,2001,23.577002
714,IRL,TRY,2002,24.814322
715,IRL,TRY,2003,26.308289000000002
716,IRL,TRY,2004,27.820133000000002
717,IRL,TRY,2005,29.074234000000004
718,IRL,TRY,2006,31.095584999999996
719,IRL,TRY,2007,32.39011
720,IRL,TRY,2008,33.902611
721,IRL,TRY,2009,35.822323
722,IRL,TRY,2010,37.584061
723,IRL,TRY,2011,38.162312
724,IRL,TRY,2012,39.69788
725,IRL,TRY,2013,41.47068
726,IRL,TRY,2014,40.967048999999996
727,IRL,TRY,2015,42.806118
728,IRL,TRY,2017,45.658970000000004
729,IRL,TRY,2018,46.935134999999995
730,IRL,TRY,2019,47.306587
731,IRL,UPPSRY,2000,35.680077000000004
732,IRL,UPPSRY,2001,31.687896999999996
733,IRL,UPPSRY,2002,35.181232
734,IRL,UPPSRY,2003,35.393551
735,IRL,UPPSRY,2004,35.018871000000004
736,IRL,UPPSRY,2005,35.459042
737,IRL,UPPSRY,2006,35.248314
738,IRL,UPPSRY,2007,35.336098
739,IRL,UPPSRY,2008,35.550751
740,IRL,UPPSRY,2009,35.3456
741,IRL,UPPSRY,2010,35.190754
742,IRL,UPPSRY,2011,35.472363
743,IRL,UPPSRY,2012,34.935005
744,IRL,UPPSRY,2013,35.255356
745,IRL,UPPSRY,2014,37.845661
746,IRL,UPPSRY,2015,37.011307
747,IRL,UPPSRY,2017,36.346481
748,IRL,UPPSRY,2018,36.239433
749,IRL,UPPSRY,2019,36.350685
750,ITA,BUPPSRY,2000,57.886444
751,ITA,BUPPSRY,2001,56.725201
752,ITA,BUPPSRY,2002,55.637676
753,ITA,BUPPSRY,2003,51.586433
754,ITA,BUPPSRY,2004,51.4006
755,ITA,BUPPSRY,2005,49.913864000000004
756,ITA,BUPPSRY,2006,48.710896000000005
757,ITA,BUPPSRY,2007,47.700294
758,ITA,BUPPSRY,2008,46.687767
759,ITA,BUPPSRY,2009,45.698818
760,ITA,BUPPSRY,2010,44.825645
761,ITA,BUPPSRY,2011,43.971539
762,ITA,BUPPSRY,2012,42.763065000000005
763,ITA,BUPPSRY,2013,41.84333
764,ITA,BUPPSRY,2014,40.693222
765,ITA,BUPPSRY,2015,40.108776
766,ITA,BUPPSRY,2016,39.856853
767,ITA,BUPPSRY,2017,39.084484
768,ITA,BUPPSRY,2018,38.252495
769,ITA,BUPPSRY,2019,37.837608
770,ITA,TRY,2000,9.3770475
771,ITA,TRY,2001,10.048910000000001
772,ITA,TRY,2002,10.367989
773,ITA,TRY,2003,10.460108
774,ITA,TRY,2004,11.593160000000001
775,ITA,TRY,2005,12.224514
776,ITA,TRY,2006,12.872448
777,ITA,TRY,2007,13.578119000000001
778,ITA,TRY,2008,14.357010999999998
779,ITA,TRY,2009,14.510798000000001
780,ITA,TRY,2010,14.802574
781,ITA,TRY,2011,14.935372000000001
782,ITA,TRY,2012,15.708264000000002
783,ITA,TRY,2013,16.289694
784,ITA,TRY,2014,16.910578
785,ITA,TRY,2015,17.546457
786,ITA,TRY,2016,17.723593
787,ITA,TRY,2017,18.669672
788,ITA,TRY,2018,19.323732
789,ITA,TRY,2019,19.632417999999998
790,ITA,UPPSRY,2000,32.736511
791,ITA,UPPSRY,2001,33.225887
792,ITA,UPPSRY,2002,33.994335
793,ITA,UPPSRY,2003,37.953461
794,ITA,UPPSRY,2004,37.006237
795,ITA,UPPSRY,2005,37.861622
796,ITA,UPPSRY,2006,38.416656
797,ITA,UPPSRY,2007,38.721588
798,ITA,UPPSRY,2008,38.955219
799,ITA,UPPSRY,2009,39.790382
800,ITA,UPPSRY,2010,40.37178
801,ITA,UPPSRY,2011,41.093086
802,ITA,UPPSRY,2012,41.528671
803,ITA,UPPSRY,2013,41.866974
804,ITA,UPPSRY,2014,42.396198
805,ITA,UPPSRY,2015,42.344765
806,ITA,UPPSRY,2016,42.419556
807,ITA,UPPSRY,2017,42.245841999999996
808,ITA,UPPSRY,2018,42.423771
809,ITA,UPPSRY,2019,42.529976
810,JPN,TRY,2000,33.615494
811,JPN,TRY,2001,34.13689
812,JPN,TRY,2002,36.575480999999996
813,JPN,TRY,2003,37.422066
814,JPN,TRY,2004,38.693394
815,JPN,TRY,2005,39.939026
816,JPN,TRY,2006,40.464294
817,JPN,TRY,2007,41.024883
818,JPN,TRY,2008,42.842262
819,JPN,TRY,2009,43.764038
820,JPN,TRY,2010,44.809975
821,JPN,TRY,2011,46.364063
822,JPN,TRY,2012,46.619377
823,JPN,TRY,2013,47.311993
824,JPN,TRY,2014,48.185074
825,JPN,TRY,2015,49.541573
826,JPN,TRY,2016,50.496956
827,JPN,TRY,2017,51.440529
828,JPN,TRY,2018,51.928062
829,JPN,TRY,2019,52.67799
830,KOR,BUPPSRY,2000,31.754948
831,KOR,BUPPSRY,2001,30.488056
832,KOR,BUPPSRY,2002,29.26877
833,KOR,BUPPSRY,2003,26.809115999999996
834,KOR,BUPPSRY,2004,25.614570999999998
835,KOR,BUPPSRY,2005,24.359201000000002
836,KOR,BUPPSRY,2006,23.094648
837,KOR,BUPPSRY,2007,21.798021
838,KOR,BUPPSRY,2008,20.631649
839,KOR,BUPPSRY,2009,19.37129
840,KOR,BUPPSRY,2010,19.059269
841,KOR,BUPPSRY,2011,18.535269
842,KOR,BUPPSRY,2012,17.488157
843,KOR,BUPPSRY,2013,16.277796
844,KOR,BUPPSRY,2014,15.002967000000002
845,KOR,BUPPSRY,2015,14.229398000000002
846,KOR,BUPPSRY,2016,13.227958
847,KOR,BUPPSRY,2017,12.388158
848,KOR,BUPPSRY,2018,11.811645
849,KOR,BUPPSRY,2019,11.27041
850,KOR,TRY,2000,23.849094
851,KOR,TRY,2001,24.819485
852,KOR,TRY,2002,25.88715
853,KOR,TRY,2003,29.395346000000004
854,KOR,TRY,2004,30.406145000000002
855,KOR,TRY,2005,31.619953000000002
856,KOR,TRY,2006,33.070503
857,KOR,TRY,2007,34.814021999999994
858,KOR,TRY,2008,36.669804
859,KOR,TRY,2009,38.470245
860,KOR,TRY,2010,39.044632
861,KOR,TRY,2011,40.381783
862,KOR,TRY,2012,41.746613
863,KOR,TRY,2013,43.075195
864,KOR,TRY,2014,44.49865
865,KOR,TRY,2015,45.356678
866,KOR,TRY,2016,46.643951
867,KOR,TRY,2017,47.744724
868,KOR,TRY,2018,49.008511
869,KOR,TRY,2019,50.031040000000004
870,KOR,UPPSRY,2000,44.395958
871,KOR,UPPSRY,2001,44.692459
872,KOR,UPPSRY,2002,44.844082
873,KOR,UPPSRY,2003,43.795536
874,KOR,UPPSRY,2004,43.979282
875,KOR,UPPSRY,2005,44.020844
876,KOR,UPPSRY,2006,43.83485
877,KOR,UPPSRY,2007,43.387959
878,KOR,UPPSRY,2008,42.698547
879,KOR,UPPSRY,2009,42.158466
880,KOR,UPPSRY,2010,41.896099
881,KOR,UPPSRY,2011,41.082951
882,KOR,UPPSRY,2012,40.765228
883,KOR,UPPSRY,2013,40.647007
884,KOR,UPPSRY,2014,40.498385999999996
885,KOR,UPPSRY,2015,40.413925
886,KOR,UPPSRY,2016,40.12809
887,KOR,UPPSRY,2017,39.867115000000005
888,KOR,UPPSRY,2018,39.179844
889,KOR,UPPSRY,2019,38.698547
890,LUX,BUPPSRY,2000,39.080746000000005
891,LUX,BUPPSRY,2005,34.146366
892,LUX,BUPPSRY,2006,34.479065000000006
893,LUX,BUPPSRY,2007,34.264404
894,LUX,BUPPSRY,2008,32.058296
895,LUX,BUPPSRY,2009,22.655592000000002
896,LUX,BUPPSRY,2010,22.322315
897,LUX,BUPPSRY,2011,22.742352
898,LUX,BUPPSRY,2012,21.69751
899,LUX,BUPPSRY,2013,19.512997
900,LUX,BUPPSRY,2014,18.023409
901,LUX,BUPPSRY,2015,25.391632
902,LUX,BUPPSRY,2016,21.180861
903,LUX,BUPPSRY,2017,23.302259
904,LUX,BUPPSRY,2018,22.764822
905,LUX,BUPPSRY,2019,24.854612
906,LUX,TRY,2000,18.284153
907,LUX,TRY,2005,26.549366
908,LUX,TRY,2006,23.993208
909,LUX,TRY,2007,26.512686
910,LUX,TRY,2008,27.653927000000003
911,LUX,TRY,2009,34.795971
912,LUX,TRY,2010,35.475895
913,LUX,TRY,2011,37.034779
914,LUX,TRY,2012,39.110382
915,LUX,TRY,2013,40.673241
916,LUX,TRY,2014,45.935593
917,LUX,TRY,2015,39.794865
918,LUX,TRY,2016,42.856003
919,LUX,TRY,2017,40.325737
920,LUX,TRY,2018,43.886856
921,LUX,TRY,2019,51.642971
922,LUX,UPPSRY,2000,42.635101
923,LUX,UPPSRY,2005,39.304268
924,LUX,UPPSRY,2006,41.527729
925,LUX,UPPSRY,2007,39.222908000000004
926,LUX,UPPSRY,2008,40.287777
927,LUX,UPPSRY,2009,42.548435
928,LUX,UPPSRY,2010,42.20179
929,LUX,UPPSRY,2011,40.22287
930,LUX,UPPSRY,2012,39.192108000000005
931,LUX,UPPSRY,2013,39.813763
932,LUX,UPPSRY,2014,36.041
933,LUX,UPPSRY,2015,34.813503000000004
934,LUX,UPPSRY,2016,35.963139
935,LUX,UPPSRY,2017,36.372005
936,LUX,UPPSRY,2018,33.34832
937,LUX,UPPSRY,2019,23.502417
938,MEX,BUPPSRY,2000,70.91008000000001
939,MEX,BUPPSRY,2001,70.337532
940,MEX,BUPPSRY,2002,70.016335
941,MEX,BUPPSRY,2003,70.124634
942,MEX,BUPPSRY,2004,68.566475
943,MEX,BUPPSRY,2005,71.844093
944,MEX,BUPPSRY,2006,70.973122
945,MEX,BUPPSRY,2007,70.421989
946,MEX,BUPPSRY,2008,70.091904
947,MEX,BUPPSRY,2009,68.709137
948,MEX,BUPPSRY,2010,67.913872
949,MEX,BUPPSRY,2011,66.860298
950,MEX,BUPPSRY,2012,66.01434300000001
951,MEX,BUPPSRY,2013,65.20922900000001
952,MEX,BUPPSRY,2014,64.907104
953,MEX,BUPPSRY,2015,64.336807
954,MEX,BUPPSRY,2016,63.365210999999995
955,MEX,BUPPSRY,2017,62.338387
956,MEX,BUPPSRY,2018,60.853703
957,MEX,BUPPSRY,2019,60.211422
958,MEX,TRY,2000,14.635047
959,MEX,TRY,2001,15.109115
960,MEX,TRY,2002,15.364734
961,MEX,TRY,2003,15.5543
962,MEX,TRY,2004,16.568291000000002
963,MEX,TRY,2005,12.723972
964,MEX,TRY,2006,13.262129999999999
965,MEX,TRY,2007,13.551810000000001
966,MEX,TRY,2008,13.672557000000001
967,MEX,TRY,2009,14.308426999999998
968,MEX,TRY,2010,14.654601000000001
969,MEX,TRY,2011,15.012248999999999
970,MEX,TRY,2012,15.709545
971,MEX,TRY,2013,16.201829999999998
972,MEX,TRY,2014,15.996382999999998
973,MEX,TRY,2015,16.278801
974,MEX,TRY,2016,16.818604999999998
975,MEX,TRY,2017,17.418995000000002
976,MEX,TRY,2018,17.979799
977,MEX,TRY,2019,18.259947
978,MEX,UPPSRY,2000,14.454870999999999
979,MEX,UPPSRY,2001,14.553351999999999
980,MEX,UPPSRY,2002,14.618934
981,MEX,UPPSRY,2003,14.321067000000001
982,MEX,UPPSRY,2004,14.865236999999999
983,MEX,UPPSRY,2005,15.431935000000001
984,MEX,UPPSRY,2006,15.764752
985,MEX,UPPSRY,2007,16.026201
986,MEX,UPPSRY,2008,16.235542000000002
987,MEX,UPPSRY,2009,16.982433
988,MEX,UPPSRY,2010,17.431528
989,MEX,UPPSRY,2011,18.127449
990,MEX,UPPSRY,2012,18.276107999999997
991,MEX,UPPSRY,2013,18.58894
992,MEX,UPPSRY,2014,19.096510000000002
993,MEX,UPPSRY,2015,19.38439
994,MEX,UPPSRY,2016,19.816181
995,MEX,UPPSRY,2017,20.242617000000003
996,MEX,UPPSRY,2018,21.166498
997,MEX,UPPSRY,2019,21.528631
998,NLD,BUPPSRY,2000,35.143627
999,NLD,BUPPSRY,2001,34.89233
1000,NLD,BUPPSRY,2002,32.165543
1001,NLD,BUPPSRY,2003,30.776004999999998
1002,NLD,BUPPSRY,2004,29.093763
1003,NLD,BUPPSRY,2005,28.181054999999997
1004,NLD,BUPPSRY,2006,27.634520000000002
1005,NLD,BUPPSRY,2007,26.816864000000002
1006,NLD,BUPPSRY,2008,26.708052000000002
1007,NLD,BUPPSRY,2009,26.604006
1008,NLD,BUPPSRY,2010,27.026422999999998
1009,NLD,BUPPSRY,2011,27.715985999999997
1010,NLD,BUPPSRY,2012,26.576496000000002
1011,NLD,BUPPSRY,2013,24.204819
1012,NLD,BUPPSRY,2014,24.098568
1013,NLD,BUPPSRY,2015,23.600424
1014,NLD,BUPPSRY,2016,22.9333
1015,NLD,BUPPSRY,2017,21.618059
1016,NLD,BUPPSRY,2018,20.976793
1017,NLD,BUPPSRY,2019,20.440770999999998
1018,NLD,TRY,2000,23.375116000000002
1019,NLD,TRY,2001,23.205473
1020,NLD,TRY,2002,25.02088
1021,NLD,TRY,2003,27.545015000000003
1022,NLD,TRY,2004,29.537558
1023,NLD,TRY,2005,30.115440000000003
1024,NLD,TRY,2006,30.189871000000004
1025,NLD,TRY,2007,30.803967
1026,NLD,TRY,2008,32.167362
1027,NLD,TRY,2009,32.785396999999996
1028,NLD,TRY,2010,32.389164
1029,NLD,TRY,2011,32.041344
1030,NLD,TRY,2012,34.398334999999996
1031,NLD,TRY,2013,33.869305
1032,NLD,TRY,2014,34.419815
1033,NLD,TRY,2015,35.330765
1034,NLD,TRY,2016,35.999168
1035,NLD,TRY,2017,37.16811
1036,NLD,TRY,2018,38.343895
1037,NLD,TRY,2019,40.385135999999996
1038,NLD,UPPSRY,2000,41.481255
1039,NLD,UPPSRY,2001,41.902198999999996
1040,NLD,UPPSRY,2002,42.813576
1041,NLD,UPPSRY,2003,41.678982
1042,NLD,UPPSRY,2004,41.368679
1043,NLD,UPPSRY,2005,41.703503000000005
1044,NLD,UPPSRY,2006,42.17561
1045,NLD,UPPSRY,2007,42.379169
1046,NLD,UPPSRY,2008,41.124588
1047,NLD,UPPSRY,2009,40.6106
1048,NLD,UPPSRY,2010,40.584415
1049,NLD,UPPSRY,2011,40.242668
1050,NLD,UPPSRY,2012,39.025169
1051,NLD,UPPSRY,2013,41.925877
1052,NLD,UPPSRY,2014,41.481617
1053,NLD,UPPSRY,2015,41.06881
1054,NLD,UPPSRY,2016,41.067532
1055,NLD,UPPSRY,2017,41.213829
1056,NLD,UPPSRY,2018,40.67931
1057,NLD,UPPSRY,2019,39.174091
1058,NZL,BUPPSRY,2000,36.803672999999996
1059,NZL,BUPPSRY,2001,35.522774
1060,NZL,BUPPSRY,2002,34.41552
1061,NZL,BUPPSRY,2003,33.131687
1062,NZL,BUPPSRY,2004,32.920466999999995
1063,NZL,BUPPSRY,2005,31.6005
1064,NZL,BUPPSRY,2006,31.062853000000004
1065,NZL,BUPPSRY,2007,28.924792999999998
1066,NZL,BUPPSRY,2008,27.94714
1067,NZL,BUPPSRY,2009,27.84214
1068,NZL,BUPPSRY,2010,26.960302000000002
1069,NZL,BUPPSRY,2011,25.886049
1070,NZL,BUPPSRY,2012,25.939383
1071,NZL,BUPPSRY,2013,28.640007
1072,NZL,BUPPSRY,2014,25.924784
1073,NZL,BUPPSRY,2015,25.277622
1074,NZL,BUPPSRY,2016,23.423424
1075,NZL,BUPPSRY,2017,21.118554999999997
1076,NZL,BUPPSRY,2018,19.542797
1077,NZL,BUPPSRY,2019,19.302570000000003
1078,NZL,TRY,2014,35.628941
1079,NZL,TRY,2015,34.040531
1080,NZL,TRY,2016,36.275139
1081,NZL,TRY,2017,37.730431
1082,NZL,TRY,2018,39.292675
1083,NZL,TRY,2019,39.065784
1084,NZL,UPPSRY,2014,38.446278
1085,NZL,UPPSRY,2015,40.681847
1086,NZL,UPPSRY,2016,40.301437
1087,NZL,UPPSRY,2017,41.151012
1088,NZL,UPPSRY,2018,41.164528000000004
1089,NZL,UPPSRY,2019,41.631645
1090,NOR,BUPPSRY,2005,22.786382999999997
1091,NOR,BUPPSRY,2006,21.103868
1092,NOR,BUPPSRY,2007,21.07445
1093,NOR,BUPPSRY,2008,19.278467000000003
1094,NOR,BUPPSRY,2009,19.276142
1095,NOR,BUPPSRY,2010,19.372442000000003
1096,NOR,BUPPSRY,2011,18.103582
1097,NOR,BUPPSRY,2012,17.945995
1098,NOR,BUPPSRY,2013,17.591412
1099,NOR,BUPPSRY,2014,18.052679
1100,NOR,BUPPSRY,2015,17.628135999999998
1101,NOR,BUPPSRY,2016,17.761009
1102,NOR,BUPPSRY,2017,18.030542
1103,NOR,BUPPSRY,2018,17.522373
1104,NOR,BUPPSRY,2019,17.480188000000002
1105,NOR,TRY,2005,32.692787
1106,NOR,TRY,2006,32.926327
1107,NOR,TRY,2007,34.198307
1108,NOR,TRY,2008,36.004189000000004
1109,NOR,TRY,2009,36.698498
1110,NOR,TRY,2010,37.284328
1111,NOR,TRY,2011,38.053513
1112,NOR,TRY,2012,38.561893
1113,NOR,TRY,2013,39.770252
1114,NOR,TRY,2014,41.757915000000004
1115,NOR,TRY,2015,42.706734000000004
1116,NOR,TRY,2016,43.016758
1117,NOR,TRY,2017,43.207031
1118,NOR,TRY,2018,43.575832
1119,NOR,TRY,2019,44.129421
1120,NOR,UPPSRY,2005,44.520832
1121,NOR,UPPSRY,2006,45.969803000000006
1122,NOR,UPPSRY,2007,44.727242
1123,NOR,UPPSRY,2008,44.717346
1124,NOR,UPPSRY,2009,44.02536
1125,NOR,UPPSRY,2010,43.343231
1126,NOR,UPPSRY,2011,43.842903
1127,NOR,UPPSRY,2012,43.492111
1128,NOR,UPPSRY,2013,42.638335999999995
1129,NOR,UPPSRY,2014,40.189403999999996
1130,NOR,UPPSRY,2015,39.665131
1131,NOR,UPPSRY,2016,39.222229
1132,NOR,UPPSRY,2017,38.762423999999996
1133,NOR,UPPSRY,2018,38.901794
1134,NOR,UPPSRY,2019,38.390388
1135,POL,BUPPSRY,2000,20.119442000000003
1136,POL,BUPPSRY,2001,19.421961
1137,POL,BUPPSRY,2002,18.766407
1138,POL,BUPPSRY,2003,17.379782000000002
1139,POL,BUPPSRY,2004,16.073539999999998
1140,POL,BUPPSRY,2005,14.887128
1141,POL,BUPPSRY,2006,14.187970000000002
1142,POL,BUPPSRY,2007,13.698364999999999
1143,POL,BUPPSRY,2008,12.851042
1144,POL,BUPPSRY,2009,12.027865
1145,POL,BUPPSRY,2010,11.485272
1146,POL,BUPPSRY,2011,11.087381
1147,POL,BUPPSRY,2012,10.402209
1148,POL,BUPPSRY,2013,9.8658543
1149,POL,BUPPSRY,2014,9.4829636
1150,POL,BUPPSRY,2015,9.2220259
1151,POL,BUPPSRY,2016,8.6792269
1152,POL,BUPPSRY,2017,7.888699099999999
1153,POL,BUPPSRY,2018,7.5521989000000005
1154,POL,BUPPSRY,2019,7.367685799999999
1155,POL,TRY,2000,11.362039999999999
1156,POL,TRY,2001,11.885846
1157,POL,TRY,2002,12.585118
1158,POL,TRY,2003,14.170639999999999
1159,POL,TRY,2004,15.709585999999998
1160,POL,TRY,2005,16.926928
1161,POL,TRY,2006,17.891872
1162,POL,TRY,2007,18.688519
1163,POL,TRY,2008,19.565832
1164,POL,TRY,2009,21.150869
1165,POL,TRY,2010,22.468407
1166,POL,TRY,2011,23.283596
1167,POL,TRY,2012,24.512804
1168,POL,TRY,2013,25.755669
1169,POL,TRY,2014,26.995473999999998
1170,POL,TRY,2015,27.747266999999997
1171,POL,TRY,2016,28.711192999999998
1172,POL,TRY,2017,29.919453000000004
1173,POL,TRY,2018,30.919591999999998
1174,POL,TRY,2019,32.014767
1175,POL,UPPSRY,2000,68.518517
1176,POL,UPPSRY,2001,68.692192
1177,POL,UPPSRY,2002,68.648476
1178,POL,UPPSRY,2003,68.449577
1179,POL,UPPSRY,2004,68.21687299999999
1180,POL,UPPSRY,2005,68.18594399999999
1181,POL,UPPSRY,2006,67.920158
1182,POL,UPPSRY,2007,67.613113
1183,POL,UPPSRY,2008,67.583122
1184,POL,UPPSRY,2009,66.82126600000001
1185,POL,UPPSRY,2010,66.046318
1186,POL,UPPSRY,2011,65.629021
1187,POL,UPPSRY,2012,65.08498399999999
1188,POL,UPPSRY,2013,64.378479
1189,POL,UPPSRY,2014,63.521564
1190,POL,UPPSRY,2015,63.030708
1191,POL,UPPSRY,2016,62.609581000000006
1192,POL,UPPSRY,2017,62.191849
1193,POL,UPPSRY,2018,61.528209999999994
1194,POL,UPPSRY,2019,60.61755
1195,PRT,BUPPSRY,2000,80.625755
1196,PRT,BUPPSRY,2001,79.761848
1197,PRT,BUPPSRY,2002,79.307739
1198,PRT,BUPPSRY,2003,77.178673
1199,PRT,BUPPSRY,2004,74.843437
1200,PRT,BUPPSRY,2005,73.549492
1201,PRT,BUPPSRY,2006,72.390388
1202,PRT,BUPPSRY,2007,72.54441800000001
1203,PRT,BUPPSRY,2008,71.75206
1204,PRT,BUPPSRY,2009,70.095329
1205,PRT,BUPPSRY,2010,68.082458
1206,PRT,BUPPSRY,2011,64.972481
1207,PRT,BUPPSRY,2012,62.369896
1208,PRT,BUPPSRY,2013,59.952484
1209,PRT,BUPPSRY,2014,56.719505000000005
1210,PRT,BUPPSRY,2015,54.877064000000004
1211,PRT,BUPPSRY,2016,53.091141
1212,PRT,BUPPSRY,2017,52.04673
1213,PRT,BUPPSRY,2018,50.189827
1214,PRT,BUPPSRY,2019,47.824013
1215,PRT,TRY,2000,8.8429394
1216,PRT,TRY,2001,9.2361002
1217,PRT,TRY,2002,9.4179335
1218,PRT,TRY,2003,10.958982
1219,PRT,TRY,2004,12.516933
1220,PRT,TRY,2005,12.844431
1221,PRT,TRY,2006,13.480192
1222,PRT,TRY,2007,13.692096
1223,PRT,TRY,2008,14.300379000000001
1224,PRT,TRY,2009,14.666820000000001
1225,PRT,TRY,2010,15.445285
1226,PRT,TRY,2011,17.25703
1227,PRT,TRY,2012,18.534111
1228,PRT,TRY,2013,19.307142000000002
1229,PRT,TRY,2014,21.7169
1230,PRT,TRY,2015,22.857506
1231,PRT,TRY,2016,23.847389
1232,PRT,TRY,2017,24.039421
1233,PRT,TRY,2018,24.984337
1234,PRT,TRY,2019,26.284128000000003
1235,PRT,UPPSRY,2000,10.531308000000001
1236,PRT,UPPSRY,2001,11.002051
1237,PRT,UPPSRY,2002,11.274322999999999
1238,PRT,UPPSRY,2003,11.862341
1239,PRT,UPPSRY,2004,12.639626
1240,PRT,UPPSRY,2005,13.606074
1241,PRT,UPPSRY,2006,14.129419
1242,PRT,UPPSRY,2007,13.763488
1243,PRT,UPPSRY,2008,13.947564000000002
1244,PRT,UPPSRY,2009,15.237851999999998
1245,PRT,UPPSRY,2010,16.472258
1246,PRT,UPPSRY,2011,17.770487
1247,PRT,UPPSRY,2012,19.095991
1248,PRT,UPPSRY,2013,20.740372
1249,PRT,UPPSRY,2014,21.563595
1250,PRT,UPPSRY,2015,22.26543
1251,PRT,UPPSRY,2016,23.06147
1252,PRT,UPPSRY,2017,23.913849
1253,PRT,UPPSRY,2018,24.825838
1254,PRT,UPPSRY,2019,25.891859
1255,SVK,BUPPSRY,2000,16.193579
1256,SVK,BUPPSRY,2001,14.879944
1257,SVK,BUPPSRY,2002,14.090523999999998
1258,SVK,BUPPSRY,2003,13.300556
1259,SVK,BUPPSRY,2004,13.002023
1260,SVK,BUPPSRY,2005,12.130613
1261,SVK,BUPPSRY,2006,11.190296
1262,SVK,BUPPSRY,2007,10.840645
1263,SVK,BUPPSRY,2008,10.066078
1264,SVK,BUPPSRY,2009,9.0549088
1265,SVK,BUPPSRY,2010,9.034791
1266,SVK,BUPPSRY,2011,8.738518699999998
1267,SVK,BUPPSRY,2012,8.2851295
1268,SVK,BUPPSRY,2013,8.2006197
1269,SVK,BUPPSRY,2014,9.1611462
1270,SVK,BUPPSRY,2015,8.7147398
1271,SVK,BUPPSRY,2016,8.2509651
1272,SVK,BUPPSRY,2017,8.6990681
1273,SVK,BUPPSRY,2018,8.421119699999998
1274,SVK,BUPPSRY,2019,8.7892141
1275,SVK,TRY,2000,10.373339999999999
1276,SVK,TRY,2001,10.942797
1277,SVK,TRY,2002,10.958903999999999
1278,SVK,TRY,2003,11.784761999999999
1279,SVK,TRY,2004,12.776853
1280,SVK,TRY,2005,14.004098999999998
1281,SVK,TRY,2006,14.567307000000001
1282,SVK,TRY,2007,14.438412
1283,SVK,TRY,2008,14.763523000000001
1284,SVK,TRY,2009,15.762831
1285,SVK,TRY,2010,17.327984
1286,SVK,TRY,2011,18.617317
1287,SVK,TRY,2012,18.979084
1288,SVK,TRY,2013,19.87734
1289,SVK,TRY,2014,20.379578
1290,SVK,TRY,2015,21.149881
1291,SVK,TRY,2016,21.979519
1292,SVK,TRY,2017,23.095415
1293,SVK,TRY,2018,24.58342
1294,SVK,TRY,2019,25.786274
1295,SVK,UPPSRY,2000,73.433083
1296,SVK,UPPSRY,2001,74.177261
1297,SVK,UPPSRY,2002,74.95056899999999
1298,SVK,UPPSRY,2003,74.91468
1299,SVK,UPPSRY,2004,74.22112299999999
1300,SVK,UPPSRY,2005,73.865288
1301,SVK,UPPSRY,2006,74.242401
1302,SVK,UPPSRY,2007,74.72094
1303,SVK,UPPSRY,2008,75.17040300000001
1304,SVK,UPPSRY,2009,75.182259
1305,SVK,UPPSRY,2010,73.63723
1306,SVK,UPPSRY,2011,72.644165
1307,SVK,UPPSRY,2012,72.735786
1308,SVK,UPPSRY,2013,71.922043
1309,SVK,UPPSRY,2014,70.459274
